transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status
40,391,Catherine Beard,103,1300.0,shirt,clothing,offline,Mumbai,2026-08-03,2,NetBanking,0.3,9f58d044673af925ce04a88a0d83e2585b613ed11e52411572b6547fef36185b,XXXXXX7305,successful
41,743,Dorothy Davis,103,1300.0,shirt,clothing,online,Delhi,2025-12-22,3,NetBanking,0.1,21b9256b2dc4eaec40590e7555a8db5a32f9ff4a9793e6d26de996e02d68ea36,XXXXXX3600,successful
42,17,Duane Hall,105,45000.0,tv,electronics,online,Bangalore,2025-07-11,2,Cash,0.3,ebb6c6dfe3b541831f15161769c5bf41b8bbb024f6411827b053836ce821ec5c,XXXXXX1149,successful
43,861,Tim Brock,105,45000.0,tv,electronics,offline,Bangalore,2025-05-26,5,Card,0.4,ad972f3e86af2111d6d9c8a54628697e91c72887b5b1d2fec9822819b61e4970,XXXXXX1491,successful
44,213,Nancy Lee,104,8000.0,shoes,clothing,offline,Hyderabad,2025-05-14,3,Card,0.25,839a63fef735376c205b347b958be55da99de95e793775baf84361fbeeba01c6,XXXXXX7242,successful
45,220,Maria Walker,104,8000.0,shoes,clothing,offline,Bangalore,2025-11-23,4,Cash,0.15,c76ab918524edd26ba90c27092cb6025cd4ad445a8034e1a744a3c8e2c6bcb70,XXXXXX5210,successful
46,463,Kevin Cruz,104,8000.0,shoes,clothing,online,Delhi,2025-04-27,5,UPI,0.1,82517fa8d5c87d23de33c09519d379699e04d1425c16002a263a311f80d935d4,XXXXXX4173,successful
47,429,Michael Welch,101,250000.0,laptop,electronics,offline,Delhi,2025-08-27,4,NetBanking,0.1,29eb9dae4c5607e26afe03e349b6f1305098f8d55bf1e9501fe8ebb6a0e0735e,XXXXXX3250,successful
48,222,Emily Hernandez,108,15000.0,mixer grinder,home appliances,offline,Delhi,2025-07-11,1,Cash,0.25,36cb6b29605f90a285321306ac65b8d1dc2bae5db5f3f0c3bf6d475b13d07355,XXXXXX8256,successful
49,971,Larry Ramos,103,1300.0,shirt,clothing,offline,Chennai,2025-07-10,5,UPI,0.2,2cdff5bb460296020781eac93c84a9e1dfb2c0e531c81abc30b3f3c5826c5a7d,XXXXXX5114,successful
50,670,Fernando Kelly,106,80000.0,sofa,furniture,offline,Chennai,2025-05-31,5,UPI,0.15,1dda34f3a8c9ce952c56b4f52730defda8d636f5958334da4c679a29e9f741af,XXXXXX4911,successful
51,485,James Harris,107,50000.0,dining table,furniture,online,Delhi,2025-07-12,2,Card,0.1,b4add930b3e517d8f0b5c7ece3568bd22fdff0adfec268dc5aa5d2cdbf971213,XXXXXX7157,successful
52,883,Charles David,104,8000.0,shoes,clothing,online,Delhi,2025-07-17,1,Card,0.4,6c164b15e77002bde0c041e0267f3f33643d1924c7dbb78f54898621bd8eaa08,XXXXXX7922,successful
53,202,Amanda Reed,103,1300.0,shirt,clothing,offline,Delhi,2025-11-03,1,Card,0.15,31a58b7cecbfb6d45a52ad268be567e2c40845ee8b9ff3db2d29dcbaf1758947,XXXXXX7299,successful
54,817,Nicole Ross,107,50000.0,dining table,furniture,offline,Chennai,2025-07-25,3,Cash,0.25,aab66299ef9b27e20d47501aed00a6b7bed14967cedf54517506f97e8dace882,XXXXXX9866,successful
55,801,Brandi Bryan,104,8000.0,shoes,clothing,online,Delhi,2025-10-01,5,UPI,0.3,178c5a79c6e78d2eda894490dd22b4f4c4a5a998ae7b206f4344548971efb6e2,XXXXXX6583,successful
56,284,Erin Richmond,104,8000.0,shoes,clothing,offline,Chennai,2026-02-20,2,NetBanking,0.4,d8ab4780a03f23d4999c052542ccf2ca24cd1f49a81c1b036696f0168d2abda0,XXXXXX8578,successful
57,72,Michael Wood,105,45000.0,tv,electronics,online,Chennai,2025-12-31,5,Cash,0.2,b94c1522b70d47f00abc49ac947eed1c74f16aa53fce19ac34c0b7731b741fe0,XXXXXX0077,successful
58,873,Tracy Bass,101,250000.0,laptop,electronics,offline,Hyderabad,2025-10-28,3,UPI,0.15,0316e141aed4d0c833de7cbf0254ea2e03778e391e037dbce5af3413b35279db,XXXXXX8034,successful
59,854,Dennis Dorsey,108,15000.0,mixer grinder,home appliances,online,Hyderabad,2025-07-13,3,NetBanking,0.15,e42e15768da2a9b674df11f18e1069faa449917d02434623fb3c5a8342dca42e,XXXXXX2116,successful
61,507,Thomas Cameron,104,8000.0,shoes,clothing,offline,Delhi,2025-12-23,2,Cash,0.3,d1a3662414787e46f75a4c7dfc80a30ace6eb31de5488f1e9b660701cb9f4138,XXXXXX2264,successful
62,736,Lisa Lee,104,8000.0,shoes,clothing,offline,Delhi,2025-06-07,4,NetBanking,0.05,47274124ed6cea6f7e308d2692db3269d2bfd14614db4c8f72f13d61846f3cff,XXXXXX6221,successful
63,182,Kathleen Castro,107,50000.0,dining table,furniture,offline,Hyderabad,2026-02-25,5,NetBanking,0.35,b968291086a95323d5bba7d5a446dfa484cd63bf57e8e25fc7e2bf74b5720cd9,XXXXXX9367,successful
64,341,Cory Alvarado,110,45000.0,microwave,home appliances,online,Mumbai,2025-12-14,3,NetBanking,0.1,6dba4c70a461d0ad3d43d0dc9817cd3f2aea2d647c3d8f80d67633470185b8c4,XXXXXX9155,successful
65,937,Nicole Woods,108,15000.0,mixer grinder,home appliances,online,Mumbai,2025-04-22,2,NetBanking,0.25,222801174f3e68d9dba2b85c643ab89edc17c4c64dbeababa062c61b3966b69a,XXXXXX9075,successful
66,164,Shawn Stewart,104,8000.0,shoes,clothing,offline,Chennai,2025-04-16,2,Card,0.3,b49023f0bee370414cd5d009ad3aa042b02b1105fb6bc41e829785165754764b,XXXXXX4854,successful
67,188,Allison Oliver,109,65000.0,refrigerator,home appliances,online,Hyderabad,2026-04-04,3,Cash,0.3,439c379db3104f1775b7d94c3bb5fb7da619570aa9a03f7d9795fc13f5684505,XXXXXX7624,successful
68,603,Shawn Roberson,104,8000.0,shoes,clothing,offline,Chennai,2025-09-30,4,Card,0.15,9d472fcd9bd2f759c005cb2055ad0b610f6e8f8b792a350e47e333373d030351,XXXXXX2575,successful
69,656,Adam White,104,8000.0,shoes,clothing,online,Hyderabad,2025-08-29,1,NetBanking,0.1,448ef813a5248beb5d33c9eff9267e91e6bddb7e0572bb3132d06cf5ad916419,XXXXXX8407,successful
70,687,Robert Estrada,110,45000.0,microwave,home appliances,offline,Hyderabad,2026-04-05,1,UPI,0.1,c3247b8e7d93f18177755e97012815788f24b57e3afc4d29cce01c6e38304046,XXXXXX9773,successful
71,186,Dawn Garrett,105,45000.0,tv,electronics,offline,Chennai,2026-01-23,2,Card,0.3,79680eda3b6a449222dc65431c9a8ea1135f0b51f11ec4e086fc861a020fffd5,XXXXXX0201,successful
72,865,Jessica Patterson,102,70000.0,phone,electronics,online,Hyderabad,2026-04-07,1,UPI,0.2,e3592139e35c685053cfae7009c4f6e4c20ba3034c91d18a59d67a907a108aad,XXXXXX0460,successful
73,523,Emily Cohen,101,250000.0,laptop,electronics,offline,Chennai,2026-03-09,4,Card,0.1,4bea21dfb692c8467a967765c6baea13dd2f1e0ea834f3638e9fc372ec04a9fd,XXXXXX9627,successful
75,729,Elizabeth Hunt,108,15000.0,mixer grinder,home appliances,online,Mumbai,2025-08-10,1,NetBanking,0.1,1ec3d340009a49b7bef53a20565c3be89393277b139578ffbfec6f40b7cee8ba,XXXXXX9121,successful
78,874,Samuel Patel,104,8000.0,shoes,clothing,offline,Mumbai,2025-06-11,4,Cash,0.1,353296568ff9fab18059185a83d8f0d2a3499768c55a55d610f4bcba83b3fd26,XXXXXX3067,successful
79,977,Gloria Navarro,102,70000.0,phone,electronics,offline,Chennai,2025-05-16,5,UPI,0.3,57a55b9550f75bc8de4f58e05098c93805b9c3afdcad32b88448f39709bf1949,XXXXXX0862,successful
80,735,Elizabeth Kemp,108,15000.0,mixer grinder,home appliances,online,Bangalore,2025-06-20,5,Cash,0.05,5477286d77cee4d02f0f9599428a627ffed898555933e2eb8b11dd5915099a84,XXXXXX1868,successful
81,704,Susan Thomas,107,50000.0,dining table,furniture,offline,Chennai,2026-04-14,5,UPI,0.25,d0eaa2e61d6d7ea439efb1f67011431e81c3a1344bb32bc2caefac78e9bea049,XXXXXX6032,successful
82,578,Kristi Wilson,101,250000.0,laptop,electronics,online,Chennai,2025-06-18,4,NetBanking,0.4,d3a60d71674bec4b1767dd6de907b4fee5a31a67971ad4bc406f9d41942fa3b2,XXXXXX9323,successful
84,379,Andres Stokes,105,45000.0,tv,electronics,offline,Mumbai,2025-11-07,5,UPI,0.2,59712e06dd3e791240c47f488e2c650aa5ddc83e591941a2ffb887bcf2b88c93,XXXXXX0361,successful
85,108,Andrew Vazquez,101,250000.0,laptop,electronics,online,Delhi,2025-08-30,5,Card,0.1,c301911d36f42b7a026ae847d604ac2c612d4c23961291c15e0cb3a0702c7a25,XXXXXX8527,successful
86,427,Kelly Mccormick,103,1300.0,shirt,clothing,offline,Delhi,2026-01-09,4,NetBanking,0.05,726f2bf24a40a3b4a330fbb3db903eec82b37236962776fd26609fc3c1a169c8,XXXXXX6970,successful
87,454,Larry Perkins,102,70000.0,phone,electronics,offline,Mumbai,2025-11-04,1,Cash,0.15,716eaa87d41bd6c37ac8a45267e5a7377fc0d7c3a44475ec132ebf70dbaaedfd,XXXXXX5336,successful
88,975,Jacqueline Doyle,110,45000.0,microwave,home appliances,online,Hyderabad,2026-02-02,3,Card,0.2,afc12ad7c2b1d3b34e95b56e4b2cdf43e6f7a3cc2bb9f33f4493186fa4a36b13,XXXXXX0490,successful
89,992,William Rose,107,50000.0,dining table,furniture,online,Hyderabad,2025-12-20,5,Cash,0.15,0d1e8c8c55df93f60243b1d8a5fb72de70bc1d81c2dcd79b233d3a09e9672098,XXXXXX0906,successful
90,439,Billy James,102,70000.0,phone,electronics,offline,Mumbai,2026-03-24,3,Card,0.4,dcdeb9afe38eed030297a327c18707ad3e8dfb810a2fa44bf8099a1dda7550ec,XXXXXX7874,successful
91,645,Joshua Burton,102,70000.0,phone,electronics,offline,Mumbai,2026-01-05,1,Cash,0.4,be43f314624b421feccb992f36bac8c8b1055ff7aec155d1cb92aecbff560a66,XXXXXX6788,successful
93,403,Taylor Ellison,102,70000.0,phone,electronics,offline,Bangalore,2025-12-16,5,UPI,0.15,79aac7227a9c2ca2174bd4adcd693678c24897d18e3a00d10361fe8b3314e100,XXXXXX9832,successful
94,50,Stacey Henderson,104,8000.0,shoes,clothing,online,Mumbai,2025-02-11,4,Cash,0.25,12a13a49dea01990cf597c22fabd0d4051b0f9e7cb783b454f3af15341d50957,XXXXXX2385,successful
95,478,Crystal Mejia,107,50000.0,dining table,furniture,online,Mumbai,2025-07-18,1,Cash,0.4,9e78e9a427724dd07dc6cc7f8d9a962a11fc0b0ea87f3df4ed5bc9ac6ec3e7b5,XXXXXX1187,successful
98,372,Brandon Gordon,105,45000.0,tv,electronics,offline,Mumbai,2025-10-31,5,UPI,0.15,735517cb6ffef86351d258acdf08c8284f1be3d4205d421de84cda4535018029,XXXXXX1702,successful
99,753,Kelly Ball,102,70000.0,phone,electronics,online,Delhi,2025-10-07,3,Card,0.15,641a1e390bd1eaab1e00a2358c03674483bd762b42d3a5193fcddf88c416b9f2,XXXXXX2869,successful
100,864,Cameron Black,109,65000.0,refrigerator,home appliances,online,Chennai,2025-04-20,1,UPI,0.15,f842de5fc6e0b75b586d413b7f3d48e6dc07751f2385c2bd38e503377b43b861,XXXXXX9477,successful
101,645,Joshua Burton,102,70000.0,phone,electronics,online,Mumbai,2026-02-19,1,Card,0.25,be43f314624b421feccb992f36bac8c8b1055ff7aec155d1cb92aecbff560a66,XXXXXX6788,successful
102,1000,Shannon Haley,103,1300.0,shirt,clothing,online,Bangalore,2025-05-30,3,NetBanking,0.15,0afe9899b036930f0c3c383b7ad3136568096a69c1d08d3cb2a4301d96640c3e,XXXXXX6701,successful
103,909,Jacqueline Frye,105,45000.0,tv,electronics,online,Chennai,2025-09-05,3,Cash,0.35,b7bc3ad91c34dcb7476112d46b58931728e9eb5ffa97ec91dbfb9a379eb57a22,XXXXXX2895,successful
104,788,William Wright,107,50000.0,dining table,furniture,offline,Bangalore,2025-06-30,2,UPI,0.15,9549234d8c813d49d9207b55137f3a303aaa67a2d976eb09807531443ca17374,XXXXXX5393,successful
105,713,Jason Griffin,107,50000.0,dining table,furniture,online,Hyderabad,2026-02-26,1,NetBanking,0.05,33d0498fc058e1f019e9479799a125a860f1da5937b1c4fb7c42f9dca86e10be,XXXXXX8007,successful
107,89,Joseph Davis,106,80000.0,sofa,furniture,offline,Hyderabad,2025-03-09,4,UPI,0.35,8ad46431983c9a027829c7aee83479c2523f334f779f4d58af6b4ddd789bd41b,XXXXXX8548,successful
108,724,Kimberly Winters,103,1300.0,shirt,clothing,offline,Chennai,2025-06-22,4,Card,0.35,0ff3b92ed6c76c752922d8cdaeed55063b97e67c56d8f36acf0d634dee9fc08b,XXXXXX1493,successful
109,128,Ethan Porter,104,8000.0,shoes,clothing,online,Bangalore,2026-02-03,3,Card,0.2,f5ce7c8c8577bd2d49c325f9af19f9f39a2d6fe0add4ae54eeda433bb87df488,XXXXXX4264,successful
110,264,Kelli Johnson,107,50000.0,dining table,furniture,offline,Bangalore,2025-08-25,2,Cash,0.2,3aaa6ae0a7b9a1c8b63158b1c3de5f2ac397ffd9e5820b12ded699bba5bc097b,XXXXXX6731,successful
111,637,Kevin King,106,80000.0,sofa,furniture,online,Bangalore,2026-02-18,5,Cash,0.1,ac31a7e7c3c2abae18e68715840308acd9f94155b6791e6212e9dcf4ab6f59c8,XXXXXX5430,successful
112,381,Melissa Garza,102,70000.0,phone,electronics,offline,Hyderabad,2025-09-14,1,Cash,0.15,1fa83948db38c630f4d5085b30174fee8d20ade842c046524a92e4c0f51492a0,XXXXXX4306,successful
113,286,Carmen Sanders,108,15000.0,mixer grinder,home appliances,online,Hyderabad,2026-01-12,4,NetBanking,0.4,6ef7c793400361653d62603164d98b772539971c69e6b497e8bfb358831ca370,XXXXXX0019,successful
114,484,Eric Cabrera,101,250000.0,laptop,electronics,online,Bangalore,2025-04-07,3,NetBanking,0.25,45372231041cad0024d5f2a04327241ff765c0108dc6c260cd9ac84cc7ab5e7c,XXXXXX8733,successful
115,270,Katherine Shaw,107,50000.0,dining table,furniture,online,Chennai,2025-12-16,1,Card,0.1,b546e74e4328f076edb6c5495c23f50279c76ca95dc1759d266e333fc82a7d1f,XXXXXX7908,successful
116,756,Juan Mata,103,1300.0,shirt,clothing,online,Bangalore,2025-11-22,4,NetBanking,0.2,0e08248b1952bf56f12aa2dbcf1a9743a2077b7d5bf13ac617308d3f527d1da2,XXXXXX4818,successful
117,937,Nicole Woods,107,50000.0,dining table,furniture,online,Mumbai,2025-07-28,4,NetBanking,0.35,222801174f3e68d9dba2b85c643ab89edc17c4c64dbeababa062c61b3966b69a,XXXXXX9075,successful
118,206,Kevin Cox,105,45000.0,tv,electronics,online,Chennai,2025-04-18,1,UPI,0.4,a01b0cad44d64b4720bacfe59fdf29e52d8b8b60c39853f60cac11f2f51198a0,XXXXXX5408,successful
119,822,Christine Rivera,101,250000.0,laptop,electronics,online,Hyderabad,2026-02-24,2,NetBanking,0.25,c42738025f906498b431e904b38c9d8f2cde2c8bce623d9bd71c504260ebda79,XXXXXX6621,successful
120,618,Alan Torres,110,45000.0,microwave,home appliances,offline,Chennai,2025-09-23,5,Card,0.25,3c4a253fedb370c969f1d7bb815eb1bd3e05ca768a5381eae01ce92957eca220,XXXXXX3305,successful
121,175,Shelby Casey,109,65000.0,refrigerator,home appliances,offline,Hyderabad,2025-05-30,1,Card,0.25,21103ec3c0d1709b8b2b610a0d2ec26d6eb3ff668979801062665e910decbe0e,XXXXXX1133,successful
122,549,Jacob Hopkins,102,70000.0,phone,electronics,online,Bangalore,2025-05-17,4,Cash,0.15,7063f8908f5430c614b4d278c94bbe3d2d5820c7f59061f5ed8efbad6d201878,XXXXXX6590,successful
123,387,Kenneth Rocha,110,45000.0,microwave,home appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,f42d5e3c5f55e537502d2540211ae55523fc461e910545d2c4282f0a5c5ffa3c,XXXXXX3283,successful
124,592,Timothy Medina,104,8000.0,shoes,clothing,offline,Delhi,2026-03-04,3,Card,0.35,cd9282215d61733f3e44cbecd97ece549a11194632475037329882d94141cc4c,XXXXXX8501,successful
125,580,Meredith Walker,107,50000.0,dining table,furniture,offline,Chennai,2025-10-13,2,Card,0.25,f29e42c5b06edfce5f576f23739a0f023296bcfb7e2fa268ac654c16f619d742,XXXXXX7146,successful
126,17,Duane Hall,101,250000.0,laptop,electronics,online,Bangalore,2026-02-25,1,Card,0.15,ebb6c6dfe3b541831f15161769c5bf41b8bbb024f6411827b053836ce821ec5c,XXXXXX1149,successful
127,115,Linda Graham,101,250000.0,laptop,electronics,online,Chennai,2026-03-24,1,UPI,0.4,49c50fed6fc1ee333e01605b7d2832a08209268aab4d1107af333ae63e28b5fc,XXXXXX1568,successful
128,710,April Moore,101,250000.0,laptop,electronics,offline,Mumbai,2025-07-22,3,Cash,0.3,b114d5e8c557d3ae9fe30998345a0b5b8ce02e13672317453528308ef8494f13,XXXXXX1176,successful
129,150,Donald Bradley,104,8000.0,shoes,clothing,offline,Mumbai,2026-01-17,5,Cash,0.4,b074363965b7c108071097f2f56509c52f7c62645b15bfe660391a7ab8d8692f,XXXXXX9420,successful
130,149,Ashley Mejia,103,1300.0,shirt,clothing,online,Chennai,2025-11-23,1,Card,0.15,8318efc7a721b12bf05c325351d78424b571cb4130b1f8a2602d30190b28e09c,XXXXXX6443,successful
131,274,Joseph Parker,107,50000.0,dining table,furniture,online,Bangalore,2026-01-06,1,UPI,0.15,48aa520cac435014d8e490321859cf36e2659250a6589143269569102e2a6812,XXXXXX9206,successful
132,173,Joshua Smith,109,65000.0,refrigerator,home appliances,online,Delhi,2025-06-07,2,UPI,0.4,88c0402c27cfb1655c96894e7e1aa1a01d29b665c03df8d29c591f8cf7e547ed,XXXXXX7378,successful
134,702,Robert Jackson,108,15000.0,mixer grinder,home appliances,online,Delhi,2025-09-30,1,UPI,0.05,f338814c7e5111e7af6919f8028b285dffcbd2914882f8e6cff7f55d6aff2163,XXXXXX6138,successful
136,863,Travis Morgan,101,250000.0,laptop,electronics,online,Bangalore,2025-05-24,1,Card,0.15,75e9efdde1cd6badea9f2167dfd3bf1a81ad5db3fcc912dc4d2a7f823df6720e,XXXXXX4457,successful
137,38,Laura Shelton,103,1300.0,shirt,clothing,online,Bangalore,2026-02-08,4,Card,0.05,f0127c09f5e3264ee1dde43f3570716b6ac8a951113c0dfb72314decf1cf0fe6,XXXXXX7405,successful
138,432,Charles Nelson,103,1300.0,shirt,clothing,offline,Mumbai,2026-02-22,4,NetBanking,0.4,e55ed831ce8b88594eb595fd9e9bd007e6474a3a0ab7014d7af1429b51efe250,XXXXXX1774,successful
139,907,Jeffrey Mccall,109,65000.0,refrigerator,home appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,47fe75e59d0acad1a49942fafcf906362be00efb29f89ec160b18122249d3174,XXXXXX4650,successful
140,400,Brenda Johnson,101,250000.0,laptop,electronics,online,Chennai,2025-06-09,4,NetBanking,0.1,e6d59c0e946ca57d90e04054988859bae6094255dc3e03cb4c83e7021a043487,XXXXXX8393,successful
141,180,Chelsea Meyer,103,1300.0,shirt,clothing,online,Bangalore,2025-11-07,4,Card,0.1,65b59fa4ffaf267c149288747774acc0ffcc5bd35c0022ec3b1fd121c4648074,XXXXXX6560,successful
142,137,Kathleen Douglas,107,50000.0,dining table,furniture,online,Mumbai,2025-09-26,1,Cash,0.15,3d94779484d91a1ea72c924b05c2bcbcdea906e2e85ccea21935cdc91f3f3983,XXXXXX6544,successful
143,313,Mary Lowe,107,50000.0,dining table,furniture,offline,Delhi,2026-12-04,3,UPI,0.35,27880315cca11c389b4fc55c28781f1e3bfe5f32981b001e4879d996be3ee6ba,XXXXXX2640,successful
144,718,Rebecca Mills,103,1300.0,shirt,clothing,online,Delhi,2026-03-21,2,Card,0.1,9e7669e24645f0dbaf09d166e5db76774534cd5ce98df84a3609f30aa8492756,XXXXXX1168,successful
