transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status
20,576,Angela Weiss,104,8000.0,SHOES,clothing,online,Delhi,2025-07-05 00:00:00,1,Card,0.15,AngelaWeiss@yahoo.com,6433163539,successful
21,256,Nicole Williams,109,65000.0,REFRIGERATOR,Home Appliances,online,Chennai,2025-12-10 00:00:00,3,UPI,0.05,Nicole72@gmail.com,9261161732,successful
22,737,Kimberly Lloyd,109,65000.0,REFRIGERATOR,Home Appliances,online,Delhi,2025-03-11 00:00:00,4,UPI,0.4,KimberlyLloyd@gmail.com,6053522093,successful
23,104,Amanda Castillo,108,,Mixer grinder,home appliances,online,Hyderabad,2026-04-15 00:00:00,2,UPI,0.25,AmandaCastillo@yahoo.com,9259539548,successful
24,799,Stephanie Dunn,108,15000.0,Mixer grinder,home appliances,offline,Delhi,2025-05-16 00:00:00,3,Cash,0.25,StephanieDunn@gmail.com,7485500744,successful
25,249,Alyssa Henderson,102,70000.0,Phone,electronics,online,Bangalore,2025-08-29 00:00:00,1,Card,0.3,Alyssa98@gmail.com,9956125109,successful
26,149,Ashley Mejia,106,80000.0,sofa,FURN,offline,Chennai,01-28-2026,1,Cash,0.05,AshleyMejia@outlook.com,6877766443,successful
27,927,Bradley Sparks,105,45000.0,Tv,Electronics,offline,Chennai,2025-11-13 00:00:00,5,UPI,0.2,BradleySparks@gmail.com,8246590514,successful
28,868,Timothy Henderson,107,50000.0,DINING TABLE,furniture,offline,Hyderabad,2025-11-12 00:00:00,1,Card,0.3,Timothy78@gmail.com,6565238386,successful
29,1,Karen Pollard,109,65000.0,Refrigerator,home appliances,online,Hyderabad,2025-06-28 00:00:00,2,Card,0.3,KarenPollard@yahoo.com,7148256363,successful
30,980,Alexis Andrews,106,80000.0,sofa,Furniture,online,Delhi,2025-07-10 00:00:00,5,Card,0.05,Alexis8@gmail.com,9601673841,successful
31,455,Morgan Wright,107,50000.0,DINING TABLE,furniture,offline,Bangalore,2025-06-03 00:00:00,4,NetBanking,0.3,MorganWright@yahoo.com,9826454087,successful
32,367,Joshua Tate,105,45000.0,Tv,electronics,offline,Delhi,2025-11-14 00:00:00,4,Cash,0.4,JoshuaTate@outlook.com,9891343716,successful
33,50,Stacey Henderson,104,8000.0,SHOES,CLOTH,online,Mumbai,2025-06-14 00:00:00,-1,Card,0.4,Stacey33@gmail.com,6033182385,successful
34,968,Keith Davis,107,50000.0,dining table,FURN,offline,Hyderabad,2025-11-09 00:00:00,4,Cash,0.15,KeithDavis@yahoo.com,6310144512,successful
35,390,Erika Knight,110,45000.0,MICROWAVE,HOME,online,Mumbai,2025-05-25 00:00:00,2,Card,0.1,Erika14@gmail.com,8802577025,successful
36,528,Kerri Rodriguez,102,70000.0,Phone,Electronics,offline,Chennai,2025-07-19 00:00:00,2,NetBanking,0.1,Kerri90@gmail.com,7758070493,successful
37,46,Mallory Boyd,103,1300.0,Shirt,clothing,offline,Delhi,2026-01-07 00:00:00,3,UPI,0.1,Mallory7@gmail.com,6910302449,successful
38,437,Carrie Landry,104,8000.0,SHOES,Clothing,offline,Delhi,01-21-2026,1,Cash,0.25,CarrieLandry@outlook.com,9913542206,successful
39,234,Kristin Taylor,104,8000.0,Shoes,Clothing,offline,Delhi,2025-12-01 00:00:00,1,Cash,0.1,KristinTaylor@outlook.com,6166223410,successful
40,391,Catherine Beard,103,1300.0,SHIRT,CLOTH,offline,Mumbai,2026-08-03 00:00:00,2,NetBanking,0.3,Catherine33@gmail.com,9225547305,successful
41,743,Dorothy Davis,103,1300.0,shirt,CLOTH,online,Delhi,2025-12-22 00:00:00,3,NetBanking,0.1,DorothyDavis@yahoo.com,8478683600,successful
42,17,Duane Hall,105,45000.0,TV,Electronics,online,Bangalore,2025-07-11 00:00:00,2,Cash,0.3,DuaneHall@outlook.com,7467001149,successful
43,861,Tim Brock,105,45000.0,TV,ELEC,offline,Bangalore,05-26-2025,5,Card,0.4,TimBrock@outlook.com,8893431491,successful
44,213,Nancy Lee,104,8000.0,SHOES,CLOTH,offline,Hyderabad,05-14-2025,3,Card,0.25,NancyLee@yahoo.com,8856457242,successful
45,220,Maria Walker,104,8000.0,shoes,clothing,offline,Bangalore,2025-11-23 00:00:00,4,Cash,0.15,MariaWalker@gmail.com,7332505210,successful
46,463,Kevin Cruz,104,8000.0,shoes,Clothing,online,Delhi,04-27-2025,5,UPI,0.1,KevinCruz@gmail.com,8067854173,successful
47,429,Michael Welch,101,250000.0,Laptop,Electronics,offline,Delhi,08-27-2025,4,NetBanking,0.1,MichaelWelch@gmail.com,9639123250,successful
48,222,Emily Hernandez,108,15000.0,Mixer grinder,home appliances,offline,Delhi,2025-07-11 00:00:00,1,Cash,0.25,EmilyHernandez@gmail.com,8919398256,successful
49,971,Larry Ramos,103,1300.0,shirt,CLOTH,offline,Chennai,2025-07-10 00:00:00,5,UPI,0.2,Larry38@gmail.com,8961305114,successful
50,670,Fernando Kelly,106,80000.0,SOFA,Furniture,offline,Chennai,2025-05-31 00:00:00,5,UPI,0.15,FernandoKelly@yahoo.com,8959444911,successful
51,485,James Harris,107,50000.0,DINING TABLE,furniture,online,Delhi,2025-07-12 00:00:00,2,Card,0.1,JamesHarris@yahoo.com,8465057157,successful
52,883,Charles David,104,8000.0,shoes,clothing,online,Delhi,2025-07-17 00:00:00,1,Card,0.4,CharlesDavid@yahoo.com,6063347922,successful
53,202,Amanda Reed,103,1300.0,SHIRT,clothing,offline,Delhi,2025-11-03 00:00:00,1,Card,0.15,AmandaReed@yahoo.com,6574367299,successful
54,817,Nicole Ross,107,50000.0,DINING TABLE,furniture,offline,Chennai,2025-07-25 00:00:00,3,Cash,0.25,Nicole68@gmail.com,8278149866,successful
55,801,Brandi Bryan,104,8000.0,SHOES,clothing,online,Delhi,2025-10-01 00:00:00,5,UPI,0.3,Brandi31@gmail.com,7456816583,successful
56,284,Erin Richmond,104,8000.0,Shoes,Clothing,offline,Chennai,2026-02-20 00:00:00,2,NetBanking,0.4,ErinRichmond@gmail.com,9295628578,successful
57,72,Michael Wood,105,45000.0,tv,ELEC,online,Chennai,12-31-2025,5,Cash,0.2,Michael77@gmail.com,8385570077,successful
57,72,Michael Wood,105,45000.0,tv,ELEC,online,Chennai,12-31-2025,5,Cash,0.2,Michael77@gmail.com,8385570077,failed
58,873,Tracy Bass,101,250000.0,laptop,electronics,offline,Hyderabad,10-28-2025,3,UPI,0.15,TracyBass@outlook.com,6881058034,successful
59,854,Dennis Dorsey,108,15000.0,MIXER GRINDER,HOME,online,Hyderabad,2025-07-13 00:00:00,3,NetBanking,0.15,DennisDorsey@yahoo.com,7070302116,successful
60,874,Samuel Patel,106,,SOFA,FURN,offline,Mumbai,05-20-2025,5,UPI,0.25,Samuel51@gmail.com,6800413067,successful
61,507,Thomas Cameron,104,8000.0,shoes,CLOTH,offline,Delhi,2025-12-23 00:00:00,2,Cash,0.3,ThomasCameron@outlook.com,9216552264,successful
62,736,Lisa Lee,104,8000.0,Shoes,clothing,offline,Delhi,2025-06-07 00:00:00,4,NetBanking,0.05,Lisa63@gmail.com,7056446221,successful
63,182,Kathleen Castro,107,50000.0,dining table,Furniture,offline,Hyderabad,02-25-2026,5,NetBanking,0.35,KathleenCastro@outlook.com,8815269367,successful
64,341,Cory Alvarado,110,45000.0,MICROWAVE,home appliances,online,Mumbai,2025-12-14 00:00:00,3,NetBanking,0.1,CoryAlvarado@outlook.com,7632639155,successful
65,937,Nicole Woods,108,15000.0,Mixer grinder,home appliances,online,Mumbai,04-22-2025,2,NetBanking,0.25,NicoleWoods@yahoo.com,9340979075,successful
66,164,Shawn Stewart,104,8000.0,SHOES,CLOTH,offline,Chennai,2025-04-16 00:00:00,2,Card,0.3,ShawnStewart@gmail.com,7161144854,successful
67,188,Allison Oliver,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-04-04 00:00:00,3,Cash,0.3,AllisonOliver@gmail.com,9833717624,successful
68,603,Shawn Roberson,104,8000.0,SHOES,Clothing,offline,Chennai,09-30-2025,4,Card,0.15,ShawnRoberson@gmail.com,6400752575,successful
69,656,Adam White,104,8000.0,shoes,clothing,online,Hyderabad,2025-08-29 00:00:00,1,NetBanking,0.1,AdamWhite@yahoo.com,9099608407,successful
70,687,Robert Estrada,110,45000.0,microwave,HOME,offline,Hyderabad,2026-04-05 00:00:00,1,UPI,0.1,RobertEstrada@yahoo.com,8685839773,successful
71,186,Dawn Garrett,105,45000.0,tv,Electronics,offline,Chennai,2026-01-23 00:00:00,2,Card,0.3,Dawn29@gmail.com,9627230201,successful
72,865,Jessica Patterson,102,70000.0,PHONE,ELEC,online,Hyderabad,2026-04-07 00:00:00,1,UPI,0.2,JessicaPatterson@outlook.com,9396230460,successful
73,523,Emily Cohen,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-09 00:00:00,4,Card,0.1,EmilyCohen@gmail.com,9199259627,successful
74,907,Jeffrey Mccall,102,70000.0,PHONE,ELEC,online,Hyderabad,2025-05-26 00:00:00,0,Card,0.4,Jeffrey63@gmail.com,6709574650,successful
75,729,Elizabeth Hunt,108,15000.0,MIXER GRINDER,Home Appliances,online,Mumbai,2025-08-10 00:00:00,1,NetBanking,0.1,ElizabethHunt@outlook.com,8909629121,successful
76,335,Jacob Evans,103,1300.0,shirt,CLOTH,offline,Mumbai,2026-04-11 00:00:00,-2,NetBanking,0.35,JacobEvans@yahoo.com,6483959310,successful
77,780,Elizabeth Miller,110,,MICROWAVE,Home Appliances,offline,Delhi,2025-09-14 00:00:00,0,Card,0.3,ElizabethMiller@yahoo.com,8279569798,successful
78,874,Samuel Patel,104,8000.0,Shoes,clothing,offline,Mumbai,2025-06-11 00:00:00,4,Cash,0.1,Samuel51@gmail.com,6800413067,successful
79,977,Gloria Navarro,102,70000.0,PHONE,electronics,offline,Chennai,2025-05-16 00:00:00,5,UPI,0.3,GloriaNavarro@yahoo.com,7212940862,successful
80,735,Elizabeth Kemp,108,15000.0,mixer grinder,Home Appliances,online,Bangalore,2025-06-20 00:00:00,5,Cash,0.05,ElizabethKemp@yahoo.com,6508791868,successful
81,704,Susan Thomas,107,50000.0,Dining table,FURN,offline,Chennai,2026-04-14 00:00:00,5,UPI,0.25,SusanThomas@outlook.com,6067266032,successful
82,578,Kristi Wilson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-18 00:00:00,4,NetBanking,0.4,KristiWilson@yahoo.com,6043009323,successful
82,578,Kristi Wilson,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-18 00:00:00,4,NetBanking,0.4,KristiWilson@yahoo.com,6043009323,failed
83,11,James Leblanc,110,,Microwave,HOME,online,Delhi,06-28-2025,3,NetBanking,0.2,James92@gmail.com,8278100360,successful
84,379,Andres Stokes,105,45000.0,tv,ELEC,offline,Mumbai,2025-11-07 00:00:00,5,UPI,0.2,AndresStokes@yahoo.com,8106400361,successful
84,379,Andres Stokes,105,45000.0,tv,ELEC,offline,Mumbai,2025-11-07 00:00:00,5,UPI,0.2,AndresStokes@yahoo.com,8106400361,failed
85,108,Andrew Vazquez,101,250000.0,Laptop,Electronics,online,Delhi,08-30-2025,5,Card,0.1,AndrewVazquez@yahoo.com,9590808527,successful
86,427,Kelly Mccormick,103,1300.0,SHIRT,clothing,offline,Delhi,2026-01-09 00:00:00,4,NetBanking,0.05,KellyMccormick@outlook.com,6077306970,successful
87,454,Larry Perkins,102,70000.0,PHONE,Electronics,offline,Mumbai,2025-11-04 00:00:00,1,Cash,0.15,LarryPerkins@yahoo.com,7903065336,successful
88,975,Jacqueline Doyle,110,45000.0,microwave,Home Appliances,online,Hyderabad,2026-02-02 00:00:00,3,Card,0.2,JacquelineDoyle@outlook.com,8114950490,successful
89,992,William Rose,107,50000.0,dining table,FURN,online,Hyderabad,2025-12-20 00:00:00,5,Cash,0.15,William30@gmail.com,6993050906,successful
90,439,Billy James,102,70000.0,phone,ELEC,offline,Mumbai,03-24-2026,3,Card,0.4,BillyJames@outlook.com,8969007874,successful
91,645,Joshua Burton,102,70000.0,Phone,Electronics,offline,Mumbai,2026-01-05 00:00:00,1,Cash,0.4,JoshuaBurton@outlook.com,6702016788,successful
92,728,Lisa Miller,108,,MIXER GRINDER,HOME,offline,Chennai,2026-03-28 00:00:00,1,NetBanking,0.05,LisaMiller@gmail.com,8704743795,successful
93,403,Taylor Ellison,102,70000.0,Phone,electronics,offline,Bangalore,2025-12-16 00:00:00,5,UPI,0.15,TaylorEllison@gmail.com,8256289832,successful
94,50,Stacey Henderson,104,8000.0,SHOES,CLOTH,online,Mumbai,2025-02-11 00:00:00,4,Cash,0.25,Stacey33@gmail.com,6033182385,successful
95,478,Crystal Mejia,107,50000.0,dining table,Furniture,online,Mumbai,07-18-2025,1,Cash,0.4,CrystalMejia@outlook.com,8434061187,successful
96,153,Stephanie Hanna,110,,Microwave,Home Appliances,offline,Hyderabad,12-27-2025,1,Card,0.15,StephanieHanna@outlook.com,9697218701,successful
97,723,Christopher Walter,106,80000.0,SOFA,furniture,offline,Hyderabad,2026-02-27 00:00:00,0,NetBanking,0.15,ChristopherWalter@gmail.com,9036645707,successful
98,372,Brandon Gordon,105,45000.0,Tv,electronics,offline,Mumbai,10-31-2025,5,UPI,0.15,Brandon83@gmail.com,7856541702,successful
99,753,Kelly Ball,102,70000.0,phone,Electronics,online,Delhi,2025-10-07 00:00:00,3,Card,0.15,KellyBall@gmail.com,6595322869,successful
100,864,Cameron Black,109,65000.0,REFRIGERATOR,HOME,online,Chennai,2025-04-20 00:00:00,1,UPI,0.15,CameronBlack@yahoo.com,9938169477,successful
101,645,Joshua Burton,102,70000.0,Phone,electronics,online,Mumbai,02-19-2026,1,Card,0.25,JoshuaBurton@outlook.com,6702016788,successful
102,1000,Shannon Haley,103,1300.0,SHIRT,clothing,online,Bangalore,2025-05-30 00:00:00,3,NetBanking,0.15,Shannon54@gmail.com,7650606701,successful
103,909,Jacqueline Frye,105,45000.0,tv,ELEC,online,Chennai,2025-09-05 00:00:00,3,Cash,0.35,JacquelineFrye@gmail.com,6054912895,successful
104,788,William Wright,107,50000.0,Dining table,furniture,offline,Bangalore,06-30-2025,2,UPI,0.15,WilliamWright@gmail.com,8502405393,successful
105,713,Jason Griffin,107,50000.0,DINING TABLE,Furniture,online,Hyderabad,2026-02-26 00:00:00,1,NetBanking,0.05,Jason36@gmail.com,8944628007,successful
106,54,Jessica Hernandez,105,,TV,electronics,offline,Hyderabad,2026-02-27 00:00:00,2,Card,0.05,JessicaHernandez@outlook.com,7144391854,successful
107,89,Joseph Davis,106,80000.0,SOFA,furniture,offline,Hyderabad,2025-03-09 00:00:00,4,UPI,0.35,JosephDavis@yahoo.com,7335998548,successful
108,724,Kimberly Winters,103,1300.0,shirt,clothing,offline,Chennai,06-22-2025,4,Card,0.35,Kimberly55@gmail.com,8442961493,successful
109,128,Ethan Porter,104,8000.0,SHOES,Clothing,online,Bangalore,2026-02-03 00:00:00,3,Card,0.2,EthanPorter@yahoo.com,6960954264,successful
110,264,Kelli Johnson,107,50000.0,Dining table,Furniture,offline,Bangalore,2025-08-25 00:00:00,2,Cash,0.2,Kelli81@gmail.com,9866676731,successful
111,637,Kevin King,106,80000.0,Sofa,Furniture,online,Bangalore,2026-02-18 00:00:00,5,Cash,0.1,KevinKing@yahoo.com,8955005430,successful
112,381,Melissa Garza,102,70000.0,Phone,electronics,offline,Hyderabad,2025-09-14 00:00:00,1,Cash,0.15,MelissaGarza@gmail.com,6928004306,successful
113,286,Carmen Sanders,108,15000.0,Mixer grinder,Home Appliances,online,Hyderabad,2026-01-12 00:00:00,4,NetBanking,0.4,Carmen60@gmail.com,8828050019,successful
114,484,Eric Cabrera,101,250000.0,LAPTOP,ELEC,online,Bangalore,2025-04-07 00:00:00,3,NetBanking,0.25,EricCabrera@gmail.com,6116978733,successful
115,270,Katherine Shaw,107,50000.0,Dining table,FURN,online,Chennai,2025-12-16 00:00:00,1,Card,0.1,KatherineShaw@yahoo.com,9069927908,successful
116,756,Juan Mata,103,1300.0,shirt,clothing,online,Bangalore,2025-11-22 00:00:00,4,NetBanking,0.2,JuanMata@yahoo.com,6819524818,successful
117,937,Nicole Woods,107,50000.0,Dining table,FURN,online,Mumbai,07-28-2025,4,NetBanking,0.35,NicoleWoods@yahoo.com,9340979075,successful
118,206,Kevin Cox,105,45000.0,tv,ELEC,online,Chennai,2025-04-18 00:00:00,1,UPI,0.4,KevinCox@outlook.com,9312735408,successful
119,822,Christine Rivera,101,250000.0,Laptop,ELEC,online,Hyderabad,02-24-2026,2,NetBanking,0.25,ChristineRivera@yahoo.com,6691516621,successful
120,618,Alan Torres,110,45000.0,MICROWAVE,HOME,offline,Chennai,09-23-2025,5,Card,0.25,AlanTorres@yahoo.com,7353183305,successful
121,175,Shelby Casey,109,65000.0,refrigerator,HOME,offline,Hyderabad,2025-05-30 00:00:00,1,Card,0.25,Shelby95@gmail.com,8155671133,successful
122,549,Jacob Hopkins,102,70000.0,phone,Electronics,online,Bangalore,2025-05-17 00:00:00,4,Cash,0.15,Jacob69@gmail.com,6812496590,successful
123,387,Kenneth Rocha,110,45000.0,MICROWAVE,Home Appliances,offline,Mumbai,2025-06-30 00:00:00,5,UPI,0.3,KennethRocha@outlook.com,6385183283,successful
124,592,Timothy Medina,104,8000.0,SHOES,CLOTH,offline,Delhi,2026-03-04 00:00:00,3,Card,0.35,Timothy8@gmail.com,7059828501,successful
125,580,Meredith Walker,107,50000.0,dining table,furniture,offline,Chennai,10-13-2025,2,Card,0.25,MeredithWalker@yahoo.com,7850497146,successful
126,17,Duane Hall,101,250000.0,laptop,ELEC,online,Bangalore,02-25-2026,1,Card,0.15,DuaneHall@outlook.com,7467001149,successful
126,17,Duane Hall,101,250000.0,laptop,ELEC,online,Bangalore,02-25-2026,1,Card,0.15,DuaneHall@outlook.com,7467001149,failed
127,115,Linda Graham,101,250000.0,Laptop,ELEC,online,Chennai,2026-03-24 00:00:00,1,UPI,0.4,LindaGraham@gmail.com,8692481568,successful
127,115,Linda Graham,101,250000.0,Laptop,ELEC,online,Chennai,2026-03-24 00:00:00,1,UPI,0.4,LindaGraham@gmail.com,8692481568,failed
128,710,April Moore,101,250000.0,laptop,Electronics,offline,Mumbai,07-22-2025,3,Cash,0.3,AprilMoore@gmail.com,9772271176,successful
129,150,Donald Bradley,104,8000.0,SHOES,Clothing,offline,Mumbai,01-17-2026,5,Cash,0.4,Donald58@gmail.com,6372599420,successful
130,149,Ashley Mejia,103,1300.0,SHIRT,Clothing,online,Chennai,2025-11-23 00:00:00,1,Card,0.15,AshleyMejia@outlook.com,6877766443,successful
130,149,Ashley Mejia,103,1300.0,SHIRT,Clothing,online,Chennai,2025-11-23 00:00:00,1,Card,0.15,AshleyMejia@outlook.com,6877766443,failed
131,274,Joseph Parker,107,50000.0,Dining table,Furniture,online,Bangalore,2026-01-06 00:00:00,1,UPI,0.15,JosephParker@gmail.com,7902179206,successful
132,173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07 00:00:00,2,UPI,0.4,JoshuaSmith@outlook.com,9374137378,successful
133,633,Julie Jackson,103,1300.0,shirt,Clothing,offline,Delhi,2025-07-13 00:00:00,-1,UPI,0.2,Julie50@gmail.com,7168243701,successful
134,702,Robert Jackson,108,15000.0,Mixer grinder,Home Appliances,online,Delhi,2025-09-30 00:00:00,1,UPI,0.05,RobertJackson@gmail.com,8175096138,successful
135,362,David Wells,101,,laptop,ELEC,offline,Bangalore,2025-11-25 00:00:00,5,Cash,0.2,DavidWells@yahoo.com,7619729722,successful
136,863,Travis Morgan,101,250000.0,LAPTOP,Electronics,online,Bangalore,2025-05-24 00:00:00,1,Card,0.15,Travis41@gmail.com,7182704457,successful
137,38,Laura Shelton,103,1300.0,shirt,clothing,online,Bangalore,2026-02-08 00:00:00,4,Card,0.05,LauraShelton@gmail.com,6595077405,successful
138,432,Charles Nelson,103,1300.0,Shirt,CLOTH,offline,Mumbai,2026-02-22 00:00:00,4,NetBanking,0.4,CharlesNelson@yahoo.com,9047961774,successful
139,907,Jeffrey Mccall,109,65000.0,REFRIGERATOR,home appliances,online,Hyderabad,2026-02-17 00:00:00,4,NetBanking,0.05,Jeffrey63@gmail.com,6709574650,successful
140,400,Brenda Johnson,101,250000.0,Laptop,ELEC,online,Chennai,2025-06-09 00:00:00,4,NetBanking,0.1,BrendaJohnson@yahoo.com,7955488393,successful
141,180,Chelsea Meyer,103,1300.0,shirt,CLOTH,online,Bangalore,2025-11-07 00:00:00,4,Card,0.1,ChelseaMeyer@yahoo.com,6390106560,successful
142,137,Kathleen Douglas,107,50000.0,Dining table,FURN,online,Mumbai,09-26-2025,1,Cash,0.15,KathleenDouglas@yahoo.com,8017596544,successful
143,313,Mary Lowe,107,50000.0,DINING TABLE,FURN,offline,Delhi,2026-12-04 00:00:00,3,UPI,0.35,MaryLowe@outlook.com,6672302640,successful
144,718,Rebecca Mills,103,1300.0,SHIRT,Clothing,online,Delhi,03-21-2026,2,Card,0.1,RebeccaMills@outlook.com,9354411168,successful
145,975,Jacqueline Doyle,109,65000.0,REFRIGERATOR,Home Appliances,offline,Hyderabad,2026-01-12 00:00:00,3,Card,0.1,JacquelineDoyle@outlook.com,8114950490,successful
146,311,Juan Murphy,103,1300.0,SHIRT,CLOTH,offline,Bangalore,2025-10-29 00:00:00,2,NetBanking,0.1,JuanMurphy@yahoo.com,7461687160,successful
147,111,Alyssa Mitchell,107,50000.0,dining table,Furniture,online,Hyderabad,2025-09-08 00:00:00,4,Card,0.35,AlyssaMitchell@gmail.com,9343932386,successful
148,139,Melissa Peterson,104,8000.0,SHOES,CLOTH,offline,Mumbai,2025-07-09 00:00:00,3,NetBanking,0.25,MelissaPeterson@outlook.com,8721382133,successful
149,644,John Parrish,102,70000.0,Phone,ELEC,offline,Delhi,2026-04-04 00:00:00,4,Card,0.2,JohnParrish@gmail.com,7075517481,successful
150,917,Alexandria Marks,105,,tv,ELEC,online,Hyderabad,2025-04-11 00:00:00,2,Cash,0.4,AlexandriaMarks@gmail.com,8815523519,successful
151,294,Jared Moreno,101,250000.0,LAPTOP,electronics,online,Hyderabad,2026-04-01 00:00:00,1,NetBanking,0.4,Jared21@gmail.com,6639377809,successful
152,171,Michael Church,105,45000.0,TV,Electronics,online,Hyderabad,06-26-2025,1,NetBanking,0.3,Michael61@gmail.com,8675254681,successful
153,1,Karen Pollard,108,,Mixer grinder,Home Appliances,offline,Hyderabad,2026-04-10 00:00:00,3,NetBanking,0.15,KarenPollard@yahoo.com,7148256363,successful
154,835,Juan Watkins,102,,PHONE,electronics,online,Delhi,2026-01-31 00:00:00,4,UPI,0.3,JuanWatkins@outlook.com,7972862580,successful
155,363,Leonard Travis,105,45000.0,TV,ELEC,online,Delhi,2025-06-07 00:00:00,3,Card,0.1,LeonardTravis@gmail.com,9034700472,successful
156,334,Brenda Gonzales,109,65000.0,Refrigerator,HOME,online,Chennai,2025-05-11 00:00:00,5,Card,0.3,BrendaGonzales@gmail.com,9034621783,successful
157,39,Megan Jones,102,70000.0,Phone,electronics,online,Hyderabad,2026-01-03 00:00:00,1,UPI,0.25,MeganJones@gmail.com,7279430686,successful
158,892,Logan Hayes,110,45000.0,Microwave,home appliances,offline,Mumbai,02-17-2026,4,Card,0.15,LoganHayes@yahoo.com,6461520803,successful
159,570,Donald Carter,103,1300.0,SHIRT,CLOTH,offline,Chennai,2025-05-08 00:00:00,1,Cash,0.2,Donald21@gmail.com,7944230219,successful
160,152,Levi Leon,109,65000.0,refrigerator,Home Appliances,online,Chennai,2025-06-06 00:00:00,3,Cash,0.15,Levi30@gmail.com,6634513306,successful
161,944,Julie Rodriguez,104,8000.0,shoes,clothing,offline,Delhi,2025-08-29 00:00:00,3,Cash,0.1,JulieRodriguez@yahoo.com,7402770779,successful
162,197,Gabriel Mills,103,1300.0,shirt,Clothing,online,Mumbai,2025-11-15 00:00:00,5,NetBanking,0.25,GabrielMills@gmail.com,8457234137,successful
163,256,Nicole Williams,104,8000.0,SHOES,clothing,offline,Chennai,2025-10-08 00:00:00,2,NetBanking,0.15,Nicole72@gmail.com,9261161732,successful
164,993,Julie Wade,109,65000.0,refrigerator,HOME,online,Bangalore,2025-04-21 00:00:00,2,Card,0.2,JulieWade@outlook.com,7427719325,successful
